NAME,total_housing_units,built_2020_or_later,built_2010_to_2019,built_2000_to_2009,built_1990_to_1999,built_1980_to_1989,built_1970_to_1979,built_1960_to_1969,built_1950_to_1959,built_1940_to_1949,median_year_year_built,state,county
"Lewis County, Washington",36037,433,2530,4606,5988,3976,5961,2577,2250,1685,1979,53,041
"Lincoln County, Washington",5840,66,332,735,655,426,837,456,472,361,1972,53,043
"Mason County, Washington",33751,430,2265,6096,7329,4894,5568,2567,1550,1560,1988,53,045
"Okanogan County, Washington",22015,127,1877,3099,3867,2699,3616,1765,1397,1493,1982,53,047
"Pacific County, Washington",16220,24,792,2117,2422,2072,2249,1607,892,1144,1977,53,049
"Pend Oreille County, Washington",8036,123,627,1257,1254,1256,1226,546,558,465,1984,53,051
"Pierce County, Washington",365748,4618,38448,59206,58864,47320,50953,32940,22609,13737,1985,53,053
"San Juan County, Washington",13951,106,1100,2698,2690,2228,2569,1029,609,237,1988,53,055
"Skagit County, Washington",56472,574,4868,9569,10071,6854,8092,3809,3527,2124,1985,53,057
"Skamania County, Washington",5899,17,470,1031,1047,644,1241,382,264,319,1984,53,059
"Snohomish County, Washington",327893,5898,37977,56667,59934,49392,45093,33041,17354,6361,1989,53,061
"Spokane County, Washington",228156,2662,23976,29074,28400,20641,37886,14626,23406,15246,1978,53,063
"Stevens County, Washington",22577,332,1706,3552,4263,2981,4331,1271,1366,723,1985,53,065
"Thurston County, Washington",123333,1708,16039,22996,22378,17336,19686,9347,4869,3265,1991,53,067
"Wahkiakum County, Washington",2207,22,276,239,380,159,255,139,88,144,1979,53,069
"Walla Walla County, Washington",25219,204,2360,3029,2405,2071,3518,1964,2707,1561,1973,53,071
"Whatcom County, Washington",101928,1558,12091,17865,17211,11906,17433,5937,4302,2285,1988,53,073
"Whitman County, Washington",21232,116,1963,2495,2999,2250,3430,1950,1584,882,1978,53,075
"Yakima County, Washington",91647,723,6876,9900,11677,9244,16848,8812,8344,6669,1976,53,077
"Barbour County, West Virginia",7131,20,505,675,822,883,1272,298,544,416,1975,54,001
"Berkeley County, West Virginia",52511,736,7864,13053,9035,6457,5747,1501,1945,1251,1995,54,003
"Boone County, West Virginia",10167,17,450,1033,1402,1209,2130,767,1268,1031,1975,54,005
"Braxton County, West Virginia",6278,28,275,693,775,1026,1124,274,592,405,1977,54,007
"Brooke County, West Virginia",10700,46,240,568,882,821,2073,1341,1623,861,1965,54,009
"Cabell County, West Virginia",46084,275,2370,4186,4725,3867,7051,6314,6012,3645,1969,54,011
"Calhoun County, West Virginia",3199,9,134,323,473,389,469,361,264,355,1974,54,013
"Clay County, West Virginia",3945,119,302,462,617,708,614,448,253,188,1983,54,015
"Doddridge County, West Virginia",3248,18,180,260,510,381,367,149,309,121,1973,54,017
"Fayette County, West Virginia",19134,48,884,1864,2096,2193,3160,1371,1994,1738,1972,54,019
"Gilmer County, West Virginia",3118,0,204,189,184,629,593,182,241,290,1974,54,021
"Grant County, West Virginia",5660,12,297,787,783,925,897,601,401,302,1980,54,023
"Greenbrier County, West Virginia",17883,77,970,2193,2460,2388,3171,1422,1384,872,1977,54,025
"Hampshire County, West Virginia",12581,44,743,1916,2720,2634,1564,556,643,471,1987,54,027
"Hancock County, West Virginia",14218,0,298,441,1034,918,2132,1757,3999,1307,1959,54,029
"Hardy County, West Virginia",8217,90,373,1455,1340,1447,1079,776,587,191,1984,54,031
"Harrison County, West Virginia",30537,143,1985,1886,2668,2663,3633,3118,3652,2822,1963,54,033
"Jackson County, West Virginia",12882,93,649,1893,2334,1929,2484,1451,917,382,1982,54,035
"Jefferson County, West Virginia",24276,179,2682,5345,3954,2931,3737,1775,1023,279,1990,54,037
"Kanawha County, West Virginia",90388,479,3315,6035,9011,8131,13714,10636,16586,10018,1966,54,039
"Lewis County, West Virginia",8188,123,546,871,1046,1015,1461,299,585,506,1977,54,041
"Lincoln County, West Virginia",9581,57,388,1334,1896,1585,1824,870,718,329,1983,54,043
"Logan County, West Virginia",14806,0,927,1727,2190,2974,1649,969,1247,997,1981,54,045
"McDowell County, West Virginia",9380,13,97,626,773,929,1633,465,1223,997,1959,54,047
"Marion County, West Virginia",26283,108,1606,1887,2252,2075,3200,2110,2842,2992,1960,54,049
"Marshall County, West Virginia",14736,20,475,657,1122,1444,2361,1269,2068,1212,1960,54,051
"Mason County, West Virginia",12192,39,615,1783,1562,1538,1441,1401,1448,853,1976,54,053
"Mercer County, West Virginia",29358,151,1380,2671,3783,3428,5319,3336,2443,1980,1974,54,055
"Mineral County, West Virginia",12526,184,605,751,1599,2139,2447,1662,668,494,1976,54,057
"Mingo County, West Virginia",11554,9,595,1232,2251,2094,2305,646,770,759,1982,54,059
"Monongalia County, West Virginia",49795,456,7258,9092,6882,5244,6644,2758,3457,2266,1988,54,061
"Monroe County, West Virginia",6263,14,533,443,773,1131,1202,514,306,453,1978,54,063
"Morgan County, West Virginia",9182,85,681,1476,1587,1353,1314,839,423,384,1984,54,065
"Nicholas County, West Virginia",12540,106,802,1636,1691,1941,2154,1100,1076,778,1980,54,067
"Ohio County, West Virginia",21179,25,1163,1044,1461,1202,2655,2090,2833,1836,1957,54,069
"Pendleton County, West Virginia",3708,8,98,419,463,759,643,182,259,177,1978,54,071
"Pleasants County, West Virginia",3218,16,180,334,633,224,455,238,352,234,1975,54,073
"Pocahontas County, West Virginia",6846,21,348,996,1077,1307,1063,451,355,303,1982,54,075
"Preston County, West Virginia",15215,115,1121,2449,2376,2032,2473,868,927,496,1982,54,077
"Putnam County, West Virginia",24891,190,2005,4077,5534,3837,3463,2169,1304,952,1988,54,079
"Raleigh County, West Virginia",34637,35,2114,3390,4741,4039,6494,2938,3986,3749,1975,54,081
"Randolph County, West Virginia",13090,18,572,1203,1822,1930,2123,982,928,974,1975,54,083
"Ritchie County, West Virginia",4187,8,240,508,575,381,691,317,178,299,1974,54,085
"Roane County, West Virginia",7157,49,334,707,1195,754,1553,539,765,435,1977,54,087
"Summers County, West Virginia",6556,10,223,447,949,968,1170,475,503,507,1974,54,089
"Taylor County, West Virginia",7440,36,555,813,1107,1080,991,252,438,312,1979,54,091
"Tucker County, West Virginia",4665,5,255,519,732,1092,485,456,103,149,1982,54,093
"Tyler County, West Virginia",4144,7,243,248,474,367,646,503,325,134,1968,54,095
"Upshur County, West Virginia",11237,72,694,1335,1508,1787,1903,1102,837,458,1979,54,097
"Wayne County, West Virginia",18238,19,803,1942,2474,2222,3636,1827,1857,1310,1975,54,099
"Webster County, West Virginia",4408,0,251,359,482,735,625,389,523,307,1974,54,101
"Wetzel County, West Virginia",7302,16,197,372,666,659,985,1019,967,573,1963,54,103
"Wirt County, West Virginia",2723,23,255,446,495,342,348,293,131,92,1986,54,105
"Wood County, West Virginia",40296,302,1873,2395,4414,4243,6648,5056,6093,2798,1969,54,107
"Wyoming County, West Virginia",9975,21,391,749,1022,1788,2120,726,1127,1037,1975,54,109
"Adams County, Wisconsin",16873,140,771,2963,2705,2720,3744,1523,868,348,1983,55,001
"Ashland County, Wisconsin",9402,37,326,1148,1116,982,1442,636,745,549,1972,55,003
"Barron County, Wisconsin",23966,118,1333,2972,3001,3109,3921,1900,2179,1364,1976,55,005
"Bayfield County, Wisconsin",13285,93,873,2465,1873,1512,1962,1021,731,713,1981,55,007
"Brown County, Wisconsin",114123,1163,10309,15024,17387,13633,18253,11675,11103,4415,1980,55,009
"Buffalo County, Wisconsin",6546,20,291,794,697,494,979,548,542,467,1970,55,011
"Burnett County, Wisconsin",15328,36,817,3135,2084,2185,2833,1305,1097,496,1983,55,013
"Calumet County, Wisconsin",22163,228,2120,4368,3371,2213,2911,1705,1125,705,1986,55,015
"Chippewa County, Wisconsin",29017,239,2396,4169,3555,3029,4659,1824,2398,1267,1978,55,017
"Clark County, Wisconsin",14842,168,690,1676,1399,1359,2414,1089,1306,951,1971,55,019
"Columbia County, Wisconsin",26826,272,1299,4064,3769,2285,3879,1920,2551,1041,1976,55,021
"Crawford County, Wisconsin",8705,59,444,1118,1234,1066,1335,538,698,535,1977,55,023
"Dane County, Wisconsin",254880,3231,32921,41440,36613,27361,34852,24468,18782,8031,1985,55,025
"Dodge County, Wisconsin",38290,240,2215,4283,4944,2909,4550,3206,3573,1585,1970,55,027
"Door County, Wisconsin",23996,290,2140,3561,3510,3195,3382,1399,1567,1257,1982,55,029
"Douglas County, Wisconsin",22997,157,1175,2476,2029,1934,3827,2215,1772,1704,1970,55,031
"Dunn County, Wisconsin",18812,105,1437,2885,3448,1955,2717,1125,1238,785,1982,55,033
"Eau Claire County, Wisconsin",45818,581,3500,5205,6487,4588,7526,3777,4546,2420,1977,55,035
"Florence County, Wisconsin",4659,29,306,736,657,538,596,351,461,299,1979,55,037
"Fond du Lac County, Wisconsin",45908,182,3152,4826,5703,3377,6342,4464,4166,2053,1971,55,039
"Forest County, Wisconsin",8696,53,554,1150,1304,1282,1448,720,554,570,1980,55,041
"Grant County, Wisconsin",22192,154,1285,2486,2549,1993,3660,2231,1460,1172,1973,55,043
"Green County, Wisconsin",16382,156,639,2065,1972,1319,2252,1426,1252,739,1971,55,045
"Green Lake County, Wisconsin",10731,43,366,1121,1254,1080,1667,1038,865,597,1971,55,047
"Iowa County, Wisconsin",11007,67,655,1445,1564,1163,1116,759,677,521,1975,55,049
"Iron County, Wisconsin",5572,12,279,688,700,446,892,373,588,435,1973,55,051
"Jackson County, Wisconsin",9693,49,712,1750,1287,841,1307,792,686,366,1978,55,053
"Jefferson County, Wisconsin",36649,230,1971,5088,5221,2947,4685,2817,3539,1306,1974,55,055
"Juneau County, Wisconsin",14639,123,1003,2309,2184,1720,2293,1092,1077,712,1980,55,057
"Kenosha County, Wisconsin",72897,586,3896,10199,10698,5788,9788,6506,8884,4330,1975,55,059
"Kewaunee County, Wisconsin",9325,42,422,1104,1030,878,1166,903,779,432,1970,55,061
"La Crosse County, Wisconsin",53234,378,5027,6052,8034,5265,8053,4227,4947,2533,1978,55,063
"Lafayette County, Wisconsin",7193,83,324,717,563,577,990,562,635,367,1964,55,065
"Langlade County, Wisconsin",12202,59,661,1339,1441,1234,1786,1068,1131,998,1972,55,067
"Lincoln County, Wisconsin",16233,147,919,2054,2458,1632,1948,1389,1484,1091,1975,55,069
"Manitowoc County, Wisconsin",37960,119,1439,3148,4158,2589,5301,3399,4286,2205,1963,55,071
"Marathon County, Wisconsin",60296,652,3926,9154,7764,5819,8956,4910,5969,2974,1977,55,073
"Marinette County, Wisconsin",29372,101,1321,3807,3409,3391,5303,3017,2781,1685,1975,55,075
"Marquette County, Wisconsin",9841,45,361,1270,1441,1144,1909,753,702,424,1977,55,077
"Menominee County, Wisconsin",2148,7,100,315,404,579,512,35,46,20,1986,55,078
"Milwaukee County, Wisconsin",423838,1992,16673,20667,23293,23056,44576,51871,80622,41171,1956,55,079
"Monroe County, Wisconsin",19918,64,1712,2794,3102,2202,2736,1145,1570,993,1980,55,081
"Oconto County, Wisconsin",23998,207,1847,3678,3888,2660,3459,1955,1824,995,1981,55,083
"Oneida County, Wisconsin",30746,161,1757,4396,5088,4411,5030,2790,2705,1623,1981,55,085
"Outagamie County, Wisconsin",79900,952,6295,11442,10777,9283,11431,6718,7117,3623,1979,55,087
"Ozaukee County, Wisconsin",39415,415,3333,4651,5640,3883,6675,4764,4040,1475,1977,55,089
"Pepin County, Wisconsin",3603,20,171,556,275,293,501,295,327,239,1970,55,091
"Pierce County, Wisconsin",17052,217,1265,2897,2095,1943,2622,1324,985,538,1980,55,093
"Polk County, Wisconsin",24377,202,1336,4212,3760,2742,3721,1752,1895,1209,1980,55,095
"Portage County, Wisconsin",31496,365,2038,3945,5225,3647,5538,2739,1827,921,1979,55,097
"Price County, Wisconsin",10799,35,649,1329,1504,1075,1687,844,976,714,1975,55,099
"Racine County, Wisconsin",84558,501,2695,7677,9958,7054,11913,10817,12160,5706,1968,55,101
"Richland County, Wisconsin",8542,22,377,968,876,818,1199,681,612,510,1970,55,103
"Rock County, Wisconsin",70694,519,2751,7178,8195,5532,10789,9367,7730,5132,1970,55,105
"Rusk County, Wisconsin",8679,37,479,1069,1104,1017,1507,766,740,515,1976,55,107
"St. Croix County, Wisconsin",38185,631,3950,10444,5789,4556,4330,1794,1654,732,1993,55,109
"Sauk County, Wisconsin",31091,193,1984,5551,5162,3277,4046,1857,1839,1205,1982,55,111
"Sawyer County, Wisconsin",16114,153,1144,2801,2920,2001,2027,1405,1313,861,1985,55,113
"Shawano County, Wisconsin",20430,93,832,2898,2718,2071,3108,1586,1746,1022,1975,55,115
"Sheboygan County, Wisconsin",52549,267,2892,5043,5910,4650,7247,4779,4333,2593,1969,55,117
"Taylor County, Wisconsin",9453,71,649,1260,1257,1078,1514,648,699,615,1977,55,119
"Trempealeau County, Wisconsin",13373,91,1104,1672,1957,1113,1967,1000,928,713,1976,55,121
"Vernon County, Wisconsin",13939,138,1011,1825,1597,1299,1692,936,912,1103,1974,55,123
"Vilas County, Wisconsin",24783,221,1541,3706,3670,3112,4880,2324,2162,1185,1980,55,125
"Walworth County, Wisconsin",53508,379,3216,7910,8272,4355,7594,4956,5011,3128,1977,55,127
"Washburn County, Wisconsin",12823,67,702,2501,1971,1537,2063,1128,849,733,1982,55,129
"Washington County, Wisconsin",58766,664,4673,9888,10808,5658,10276,4942,3642,1364,1984,55,131
"Waukesha County, Wisconsin",173567,1771,13387,21684,32529,20199,29507,19222,17841,4549,1981,55,133
"Waupaca County, Wisconsin",25620,148,1136,2814,3768,2978,3744,2013,2142,1319,1975,55,135
"Waushara County, Wisconsin",14804,102,644,2050,2357,1628,2382,1201,1268,843,1977,55,137
"Winnebago County, Wisconsin",76770,577,4454,9038,10871,7512,10940,7537,7201,3859,1975,55,139
"Wood County, Wisconsin",34662,238,1856,3162,3830,3376,6524,3550,3825,2323,1973,55,141
"Albany County, Wyoming",18735,100,1748,2338,2162,2124,3497,1842,1485,744,1977,56,001
"Big Horn County, Wyoming",5370,5,317,407,394,614,817,470,581,668,1967,56,003
"Campbell County, Wyoming",19952,109,2544,4449,2362,3737,4863,908,187,272,1989,56,005
"Carbon County, Wyoming",8220,29,207,901,616,882,2114,530,799,657,1973,56,007
"Converse County, Wyoming",6643,16,384,1177,365,874,2263,301,250,171,1978,56,009
"Crook County, Wyoming",3673,31,458,756,372,639,575,337,176,69,1987,56,011
"Fremont County, Wyoming",17471,26,982,2562,2195,2399,3658,1848,1493,790,1978,56,013
"Goshen County, Wyoming",5860,19,499,496,428,681,1026,526,622,473,1972,56,015
"Hot Springs County, Wyoming",2490,9,60,207,275,355,476,288,233,252,1973,56,017
"Johnson County, Wyoming",4635,59,399,890,757,414,624,190,148,516,1985,56,019
"Laramie County, Wyoming",45032,838,5694,5693,5159,5115,7147,4524,4108,2315,1980,56,021
"Lincoln County, Wyoming",9763,7,604,1755,2193,1431,1684,542,340,276,1988,56,023
"Natrona County, Wyoming",37101,241,4810,4409,2289,4465,7271,2667,5619,1293,1977,56,025
"Niobrara County, Wyoming",1378,3,76,47,58,224,188,36,126,141,1955,56,027
"Park County, Wyoming",14813,252,1559,2125,1908,2238,2345,1260,1235,796,1983,56,029
"Platte County, Wyoming",4656,42,334,449,713,406,1085,328,433,219,1976,56,031
"Sheridan County, Wyoming",15236,233,1713,2245,1793,1843,2204,1093,972,565,1981,56,033
"Sublette County, Wyoming",5239,14,211,1092,626,1064,807,314,402,157,1984,56,035
"Sweetwater County, Wyoming",19226,67,1720,2277,2139,3233,4835,1091,883,884,1980,56,037
"Teton County, Wyoming",13503,161,1047,2125,3179,2645,2393,406,765,186,1989,56,039
"Uinta County, Wyoming",8868,16,513,824,1006,3210,1476,267,541,227,1984,56,041
"Washakie County, Wyoming",3850,9,124,368,275,462,830,232,681,357,1972,56,043
"Weston County, Wyoming",3417,33,288,449,477,309,378,149,369,349,1976,56,045
"Adjuntas Municipio, Puerto Rico",7699,0,205,686,1135,1804,1900,1101,456,178,1980,72,001
"Aguada Municipio, Puerto Rico",17417,0,655,1470,2074,3379,5871,2929,840,144,1978,72,003
"Aguadilla Municipio, Puerto Rico",27766,17,1224,4595,3561,5724,5036,3494,2006,1582,1982,72,005
"Aguas Buenas Municipio, Puerto Rico",10641,0,272,1349,1720,1831,2196,2085,476,222,1979,72,007
"Aibonito Municipio, Puerto Rico",10417,0,382,1283,1941,2124,2357,1034,575,289,1982,72,009
"Añasco Municipio, Puerto Rico",12273,31,329,1234,1730,1986,3766,2413,594,91,1978,72,011
"Arecibo Municipio, Puerto Rico",41415,24,725,4949,6706,6424,10566,7091,3317,1043,1978,72,013
"Arroyo Municipio, Puerto Rico",8087,29,175,1374,1182,823,1830,1488,864,146,1977,72,015
"Barceloneta Municipio, Puerto Rico",10216,27,336,2087,2331,1239,2140,1361,388,196,1987,72,017
"Barranquitas Municipio, Puerto Rico",11378,36,480,1447,2409,2469,1990,1470,438,242,1985,72,019
"Bayamón Municipio, Puerto Rico",84738,86,1472,6374,9038,11132,17734,21503,11346,3984,1972,72,021
"Cabo Rojo Municipio, Puerto Rico",28094,44,1156,5826,5387,4578,6191,2633,1611,583,1986,72,023
"Caguas Municipio, Puerto Rico",58929,0,1695,9821,8434,9172,12363,11174,4293,1301,1980,72,025
"Camuy Municipio, Puerto Rico",14213,0,515,2512,2712,2930,2961,1652,725,146,1985,72,027
"Canóvanas Municipio, Puerto Rico",17915,14,383,3316,3830,2848,3638,2325,1156,311,1985,72,029
"Carolina Municipio, Puerto Rico",77274,24,1138,7096,7289,7673,17192,29876,5212,1087,1971,72,031
"Cataño Municipio, Puerto Rico",11011,0,230,661,934,2309,2454,2216,1503,614,1974,72,033
"Cayey Municipio, Puerto Rico",19885,11,340,3309,3178,2737,4710,2844,1823,560,1979,72,035
"Ceiba Municipio, Puerto Rico",7257,0,280,1329,1662,1253,1510,711,365,11,1987,72,037
"Ciales Municipio, Puerto Rico",7276,0,221,756,1759,1754,1562,615,463,109,1985,72,039
"Cidra Municipio, Puerto Rico",16678,0,332,3683,3973,2943,3409,1234,630,192,1989,72,041
"Coamo Municipio, Puerto Rico",16061,0,348,3226,2753,3055,3268,1275,1141,564,1984,72,043
"Comerío Municipio, Puerto Rico",7586,0,271,748,1372,1280,1416,1301,631,304,1979,72,045
"Corozal Municipio, Puerto Rico",13371,38,290,1295,1969,2903,3328,2316,876,253,1979,72,047
"Culebra Municipio, Puerto Rico",1449,0,105,367,490,152,172,51,80,16,1995,72,049
"Dorado Municipio, Puerto Rico",15894,0,659,3370,2399,2930,3661,1469,945,379,1985,72,051
"Fajardo Municipio, Puerto Rico",18649,46,89,2351,3048,2874,5358,3074,1290,198,1978,72,053
"Florida Municipio, Puerto Rico",5031,0,100,1504,590,947,1228,308,207,108,1987,72,054
"Guánica Municipio, Puerto Rico",9017,0,287,637,1574,2324,2166,1392,444,96,1981,72,055
"Guayama Municipio, Puerto Rico",18227,19,625,3529,2438,2252,3707,3310,1087,568,1979,72,057
"Guayanilla Municipio, Puerto Rico",8265,16,157,794,1077,1337,2033,1792,686,231,1976,72,059
"Guaynabo Municipio, Puerto Rico",41194,30,1207,5308,7381,6731,7824,8850,2680,1005,1980,72,061
"Gurabo Municipio, Puerto Rico",17343,30,430,4812,4100,3069,2529,1082,654,447,1992,72,063
"Hatillo Municipio, Puerto Rico",17001,54,885,3196,3470,4019,2596,1727,695,339,1988,72,065
"Hormigueros Municipio, Puerto Rico",7570,0,157,946,1316,885,1639,1631,525,345,1977,72,067
"Humacao Municipio, Puerto Rico",26715,33,1282,4302,4226,5216,7149,2985,1012,306,1983,72,069
"Isabela Municipio, Puerto Rico",20638,0,873,4332,3218,3297,4019,3254,1058,373,1984,72,071
"Jayuya Municipio, Puerto Rico",6276,0,263,865,1113,1391,1618,486,251,251,1984,72,073
"Juana Díaz Municipio, Puerto Rico",19046,24,835,2982,4054,3918,3972,1850,800,415,1986,72,075
"Juncos Municipio, Puerto Rico",16164,0,531,3924,3409,2776,2141,1531,1251,368,1989,72,077
"Lajas Municipio, Puerto Rico",12129,0,305,1296,2498,2520,2511,1731,904,262,1982,72,079
"Lares Municipio, Puerto Rico",12448,0,648,1409,2611,2688,2470,1290,784,213,1984,72,081
"Las Marías Municipio, Puerto Rico",3992,0,62,375,962,647,832,618,166,195,1981,72,083
